username,review,rating,date,likes,sentiment,language,case_folding,cleaning,token,stopword,stemming,processed_text
Muhammad Ende,"Baru mulai, semoga lancar dan berkah. Aamiin",5,2023-05-05 05:35:17,0,positif,id,"baru mulai, semoga lancar dan berkah. aamiin",baru mulai semoga lancar dan berkah aamiin,"['baru', 'mulai', 'semoga', 'lancar', 'dan', 'berkah', 'aamiin']","['semoga', 'lancar', 'berkah', 'aamiin']","['moga', 'lancar', 'berkah', 'aamiin']",moga lancar berkah aamiin
pras pintarnya,Belum tahu nanti pas profile sudah selesai.semoga dapat klien banyak biar membantu saya untuk nambah modal usaha,5,2023-04-28 11:26:30,9,positif,id,belum tahu nanti pas profile sudah selesai.semoga dapat klien banyak biar membantu saya untuk nambah modal usaha,belum tahu nanti pas profile sudah selesaisemoga dapat klien banyak biar membantu saya untuk nambah modal usaha,"['belum', 'tahu', 'nanti', 'pas', 'profile', 'sudah', 'selesaisemoga', 'dapat', 'klien', 'banyak', 'biar', 'membantu', 'saya', 'untuk', 'nambah', 'modal', 'usaha']","['pas', 'profile', 'selesaisemoga', 'klien', 'biar', 'membantu', 'nambah', 'modal', 'usaha']","['pas', 'profile', 'selesaisemoga', 'klien', 'biar', 'bantu', 'nambah', 'modal', 'usaha']",pas profile selesaisemoga klien biar bantu nambah modal usaha
Gump Kulon,Bermanfaat,4,2023-04-19 16:26:29,0,positif,id,bermanfaat,bermanfaat,['bermanfaat'],['bermanfaat'],['manfaat'],manfaat
Mukti Cahya,Good for freelancer,5,2023-04-14 09:30:37,0,positif,en,good for freelancer,good for freelancer,"['good', 'for', 'freelancer']","['good', 'freelancer']","['good', 'freelanc']",good freelanc
Erwin Hambali,"Cool work, enjoy life enjoy the earn...",5,2023-04-11 19:48:32,0,positif,en,"cool work, enjoy life enjoy the earn...",cool work enjoy life enjoy the earn,"['cool', 'work', 'enjoy', 'life', 'enjoy', 'the', 'earn']","['cool', 'work', 'enjoy', 'life', 'enjoy', 'earn']","['cool', 'work', 'enjoy', 'life', 'enjoy', 'earn']",cool work enjoy life enjoy earn
Stella Fausta,"Jelek appny. Bnyk yg nipu client nya. Udh cape"" ngerjain tgs mlh ghosting",3,2023-04-08 10:27:47,1,netral,en,"jelek appny. bnyk yg nipu client nya. udh cape"" ngerjain tgs mlh ghosting",jelek appny bnyk yg nipu client nya udh cape ngerjain tgs mlh ghosting,"['jelek', 'appny', 'bnyk', 'yg', 'nipu', 'client', 'nya', 'udh', 'cape', 'ngerjain', 'tgs', 'mlh', 'ghosting']","['jelek', 'appny', 'bnyk', 'yg', 'nipu', 'client', 'nya', 'udh', 'cape', 'ngerjain', 'tgs', 'mlh', 'ghosting']","['jelek', 'appni', 'bnyk', 'yg', 'nipu', 'client', 'nya', 'udh', 'cape', 'ngerjain', 'tg', 'mlh', 'ghost']",jelek appni bnyk yg nipu client nya udh cape ngerjain tg mlh ghost
Amin Alkindi,Good app next hope this app more job easy for freelancer,5,2023-03-30 13:39:19,0,positif,en,good app next hope this app more job easy for freelancer,good app next hope this app more job easy for freelancer,"['good', 'app', 'next', 'hope', 'this', 'app', 'more', 'job', 'easy', 'for', 'freelancer']","['good', 'app', 'next', 'hope', 'app', 'job', 'easy', 'freelancer']","['good', 'app', 'next', 'hope', 'app', 'job', 'easi', 'freelanc']",good app next hope app job easi freelanc
Hadi Sign,Great,5,2023-03-23 14:27:22,0,positif,en,great,great,['great'],['great'],['great'],great
Agung Trimuda,The best pak,5,2023-03-18 01:20:40,0,positif,en,the best pak,the best pak,"['the', 'best', 'pak']","['best', 'pak']","['best', 'pak']",best pak
Kamelia Melia,Apk freelance ter best sih menurut aku,5,2023-03-16 14:28:28,1,positif,id,apk freelance ter best sih menurut aku,apk freelance ter best sih menurut aku,"['apk', 'freelance', 'ter', 'best', 'sih', 'menurut', 'aku']","['apk', 'freelance', 'ter', 'best', 'sih']","['apk', 'freelance', 'ter', 'best', 'sih']",apk freelance ter best sih
Dhani ProLink,"Very convenient and useful, but, sometimes struggling to sync between desktop app or website to mobile app... the same with the desktop app",4,2023-03-16 11:09:05,0,positif,en,"very convenient and useful, but, sometimes struggling to sync between desktop app or website to mobile app... the same with the desktop app",very convenient and useful but sometimes struggling to sync between desktop app or website to mobile app the same with the desktop app,"['very', 'convenient', 'and', 'useful', 'but', 'sometimes', 'struggling', 'to', 'sync', 'between', 'desktop', 'app', 'or', 'website', 'to', 'mobile', 'app', 'the', 'same', 'with', 'the', 'desktop', 'app']","['convenient', 'useful', 'sometimes', 'struggling', 'sync', 'desktop', 'app', 'website', 'mobile', 'app', 'desktop', 'app']","['conveni', 'use', 'sometim', 'struggl', 'sync', 'desktop', 'app', 'websit', 'mobil', 'app', 'desktop', 'app']",conveni use sometim struggl sync desktop app websit mobil app desktop app
Far It,Ntr kalo dah dapet klien naik jadi 5 bintangnya,2,2023-03-09 02:04:00,0,negatif,id,ntr kalo dah dapet klien naik jadi 5 bintangnya,ntr kalo dah dapet klien naik jadi  bintangnya,"['ntr', 'kalo', 'dah', 'dapet', 'klien', 'naik', 'jadi', 'bintangnya']","['ntr', 'kalo', 'dah', 'dapet', 'klien', 'bintangnya']","['ntr', 'kalo', 'dah', 'dapet', 'klien', 'bintang']",ntr kalo dah dapet klien bintang
Ot baru,Seharusnya di aplikasi seperti ini harus aman dari scam. karena yang masuk adalah orang² yang mencari pekerjaan diluar dari kantor. pihak developer UpWork harusnya bisa membuat filter agar scam tidak menjamur diapliksinya.,5,2023-02-27 07:02:09,66,positif,id,seharusnya di aplikasi seperti ini harus aman dari scam. karena yang masuk adalah orang² yang mencari pekerjaan diluar dari kantor. pihak developer upwork harusnya bisa membuat filter agar scam tidak menjamur diapliksinya.,seharusnya di aplikasi seperti ini harus aman dari scam karena yang masuk adalah orang² yang mencari pekerjaan diluar dari kantor pihak developer upwork harusnya bisa membuat filter agar scam tidak menjamur diapliksinya,"['seharusnya', 'di', 'aplikasi', 'seperti', 'ini', 'harus', 'aman', 'dari', 'scam', 'karena', 'yang', 'masuk', 'adalah', 'orang²', 'yang', 'mencari', 'pekerjaan', 'diluar', 'dari', 'kantor', 'pihak', 'developer', 'upwork', 'harusnya', 'bisa', 'membuat', 'filter', 'agar', 'scam', 'tidak', 'menjamur', 'diapliksinya']","['aplikasi', 'aman', 'scam', 'masuk', 'orang²', 'mencari', 'pekerjaan', 'diluar', 'kantor', 'developer', 'upwork', 'filter', 'scam', 'menjamur', 'diapliksinya']","['aplikasi', 'aman', 'scam', 'masuk', 'orang', 'cari', 'kerja', 'luar', 'kantor', 'developer', 'upwork', 'filter', 'scam', 'jamur', 'diapliksinya']",aplikasi aman scam masuk orang cari kerja luar kantor developer upwork filter scam jamur diapliksinya
Selly,Masih awal nih mudah2an segera dapat project.,5,2023-02-21 07:04:09,1,positif,id,masih awal nih mudah2an segera dapat project.,masih awal nih mudahan segera dapat project,"['masih', 'awal', 'nih', 'mudahan', 'segera', 'dapat', 'project']","['nih', 'mudahan', 'project']","['nih', 'mudah', 'project']",nih mudah project
Briliant Kenz,Good job for freelance 🙏✨✨✨✨✨✨,5,2023-02-19 14:22:16,0,positif,en,good job for freelance 🙏✨✨✨✨✨✨,good job for freelance,"['good', 'job', 'for', 'freelance']","['good', 'job', 'freelance']","['good', 'job', 'freelanc']",good job freelanc
Rika Aprianti,Ini keren banget alhamdulillah baru nyoba aplikasinya,5,2023-02-08 08:55:13,1,positif,id,ini keren banget alhamdulillah baru nyoba aplikasinya,ini keren banget alhamdulillah baru nyoba aplikasinya,"['ini', 'keren', 'banget', 'alhamdulillah', 'baru', 'nyoba', 'aplikasinya']","['keren', 'banget', 'alhamdulillah', 'nyoba', 'aplikasinya']","['keren', 'banget', 'alhamdulillah', 'nyoba', 'aplikasi']",keren banget alhamdulillah nyoba aplikasi
Setiana Indrayani,I am start my work here and I hope will get my first client for this app,5,2023-02-05 22:29:26,0,positif,en,i am start my work here and i hope will get my first client for this app,i am start my work here and i hope will get my first client for this app,"['i', 'am', 'start', 'my', 'work', 'here', 'and', 'i', 'hope', 'will', 'get', 'my', 'first', 'client', 'for', 'this', 'app']","['start', 'work', 'hope', 'get', 'first', 'client', 'app']","['start', 'work', 'hope', 'get', 'first', 'client', 'app']",start work hope get first client app
Ady Pratama,Good for frelance,5,2023-02-02 06:39:53,0,positif,en,good for frelance,good for frelance,"['good', 'for', 'frelance']","['good', 'frelance']","['good', 'frelanc']",good frelanc
auart04 design,Thanks upwork,5,2023-01-30 21:49:57,0,positif,en,thanks upwork,thanks upwork,"['thanks', 'upwork']","['thanks', 'upwork']","['thank', 'upwork']",thank upwork
Nyanko_ editz,Help and support took to frickin long. My client cant contact me. F,1,2023-01-30 12:37:52,0,negatif,en,help and support took to frickin long. my client cant contact me. f,help and support took to frickin long my client cant contact me f,"['help', 'and', 'support', 'took', 'to', 'frickin', 'long', 'my', 'client', 'cant', 'contact', 'me', 'f']","['help', 'support', 'took', 'frickin', 'long', 'client', 'cant', 'contact', 'f']","['help', 'support', 'took', 'frickin', 'long', 'client', 'cant', 'contact', 'f']",help support took frickin long client cant contact f
titin erawati,"11 kali terima interview, client ke 12 baru diterima. Semangat semuanya!",5,2023-01-24 03:43:03,17,positif,id,"11 kali terima interview, client ke 12 baru diterima. semangat semuanya!",kali terima interview client ke  baru diterima semangat semuanya,"['kali', 'terima', 'interview', 'client', 'ke', 'baru', 'diterima', 'semangat', 'semuanya']","['kali', 'terima', 'interview', 'client', 'diterima', 'semangat']","['kali', 'terima', 'interview', 'client', 'terima', 'semangat']",kali terima interview client terima semangat
wahyu tarmidi,Aplikasi yg digadang gadang jalur terakhir buat dapetin cuan buat yg susah dapet kerja di indo,5,2023-01-22 13:38:53,1,positif,id,aplikasi yg digadang gadang jalur terakhir buat dapetin cuan buat yg susah dapet kerja di indo,aplikasi yg digadang gadang jalur terakhir buat dapetin cuan buat yg susah dapet kerja di indo,"['aplikasi', 'yg', 'digadang', 'gadang', 'jalur', 'terakhir', 'buat', 'dapetin', 'cuan', 'buat', 'yg', 'susah', 'dapet', 'kerja', 'di', 'indo']","['aplikasi', 'yg', 'digadang', 'gadang', 'jalur', 'dapetin', 'cuan', 'yg', 'susah', 'dapet', 'kerja', 'indo']","['aplikasi', 'yg', 'gadang', 'gadang', 'jalur', 'dapetin', 'cuan', 'yg', 'susah', 'dapet', 'kerja', 'indo']",aplikasi yg gadang gadang jalur dapetin cuan yg susah dapet kerja indo
sultan aldavi,please make option to see connects and buy connects in apps from google pay option,3,2023-01-12 06:11:12,0,netral,en,please make option to see connects and buy connects in apps from google pay option,please make option to see connects and buy connects in apps from google pay option,"['please', 'make', 'option', 'to', 'see', 'connects', 'and', 'buy', 'connects', 'in', 'apps', 'from', 'google', 'pay', 'option']","['please', 'make', 'option', 'see', 'connects', 'buy', 'connects', 'apps', 'google', 'pay', 'option']","['pleas', 'make', 'option', 'see', 'connect', 'buy', 'connect', 'app', 'googl', 'pay', 'option']",pleas make option see connect buy connect app googl pay option
Tutorial Komputer SMKMM,"I think this apk very helping everyone,thanks",5,2023-01-06 23:48:58,0,positif,en,"i think this apk very helping everyone,thanks",i think this apk very helping everyonethanks,"['i', 'think', 'this', 'apk', 'very', 'helping', 'everyonethanks']","['think', 'apk', 'helping', 'everyonethanks']","['think', 'apk', 'help', 'everyonethank']",think apk help everyonethank
Prayoga Wiguna,Mudah2an cepat pecah telor,5,2023-01-01 12:08:37,0,positif,id,mudah2an cepat pecah telor,mudahan cepat pecah telor,"['mudahan', 'cepat', 'pecah', 'telor']","['mudahan', 'cepat', 'pecah', 'telor']","['mudah', 'cepat', 'pecah', 'telor']",mudah cepat pecah telor
hNC 6002,can you add Indonesian? I can only speak INDONESIAN pls:),1,2022-12-28 11:43:08,2,negatif,en,can you add indonesian? i can only speak indonesian pls:),can you add indonesian i can only speak indonesian pls,"['can', 'you', 'add', 'indonesian', 'i', 'can', 'only', 'speak', 'indonesian', 'pls']","['add', 'indonesian', 'speak', 'indonesian', 'pls']","['add', 'indonesian', 'speak', 'indonesian', 'pl']",add indonesian speak indonesian pl
Tri Agung Pambudi,"Awalnya aku pikir, wah udah lah ya, pengalaman pertama, mana mungkin langsung dapet client, coba-coba aja kali ya. Tapi diluar ekspektasi, beberapa hari setelah instal, isi profil semenarik mungkin, upload beberapa sample, propose ke beberapa project, dan Alhamdulillah langsung ada yang nerima dong. Yang paling penting menurutku adalah propose ke project yang emang kita tau kemungkinan di approve nya tinggi. Thanks Upwork",5,2022-12-26 20:30:48,55,positif,id,"awalnya aku pikir, wah udah lah ya, pengalaman pertama, mana mungkin langsung dapet client, coba-coba aja kali ya. tapi diluar ekspektasi, beberapa hari setelah instal, isi profil semenarik mungkin, upload beberapa sample, propose ke beberapa project, dan alhamdulillah langsung ada yang nerima dong. yang paling penting menurutku adalah propose ke project yang emang kita tau kemungkinan di approve nya tinggi. thanks upwork",awalnya aku pikir wah udah lah ya pengalaman pertama mana mungkin langsung dapet client cobacoba aja kali ya tapi diluar ekspektasi beberapa hari setelah instal isi profil semenarik mungkin upload beberapa sample propose ke beberapa project dan alhamdulillah langsung ada yang nerima dong yang paling penting menurutku adalah propose ke project yang emang kita tau kemungkinan di approve nya tinggi thanks upwork,"['awalnya', 'aku', 'pikir', 'wah', 'udah', 'lah', 'ya', 'pengalaman', 'pertama', 'mana', 'mungkin', 'langsung', 'dapet', 'client', 'cobacoba', 'aja', 'kali', 'ya', 'tapi', 'diluar', 'ekspektasi', 'beberapa', 'hari', 'setelah', 'instal', 'isi', 'profil', 'semenarik', 'mungkin', 'upload', 'beberapa', 'sample', 'propose', 'ke', 'beberapa', 'project', 'dan', 'alhamdulillah', 'langsung', 'ada', 'yang', 'nerima', 'dong', 'yang', 'paling', 'penting', 'menurutku', 'adalah', 'propose', 'ke', 'project', 'yang', 'emang', 'kita', 'tau', 'kemungkinan', 'di', 'approve', 'nya', 'tinggi', 'thanks', 'upwork']","['pikir', 'udah', 'ya', 'pengalaman', 'langsung', 'dapet', 'client', 'cobacoba', 'aja', 'kali', 'ya', 'diluar', 'ekspektasi', 'instal', 'isi', 'profil', 'semenarik', 'upload', 'sample', 'propose', 'project', 'alhamdulillah', 'langsung', 'nerima', 'menurutku', 'propose', 'project', 'emang', 'tau', 'approve', 'nya', 'thanks', 'upwork']","['pikir', 'udah', 'ya', 'alam', 'langsung', 'dapet', 'client', 'cobacoba', 'aja', 'kali', 'ya', 'luar', 'ekspektasi', 'instal', 'isi', 'profil', 'tarik', 'upload', 'sample', 'propose', 'project', 'alhamdulillah', 'langsung', 'nerima', 'turut', 'propose', 'project', 'emang', 'tau', 'approve', 'nya', 'thanks', 'upwork']",pikir udah ya alam langsung dapet client cobacoba aja kali ya luar ekspektasi instal isi profil tarik upload sample propose project alhamdulillah langsung nerima turut propose project emang tau approve nya thanks upwork
Bhatito,Mantap,5,2022-12-14 16:02:37,0,positif,id,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
M Basyar,Very good application,5,2022-12-14 12:18:36,0,positif,en,very good application,very good application,"['very', 'good', 'application']","['good', 'application']","['good', 'applic']",good applic
Sulastri Panjaitan,There are a lot of scams,3,2022-12-11 06:45:35,0,netral,en,there are a lot of scams,there are a lot of scams,"['there', 'are', 'a', 'lot', 'of', 'scams']","['lot', 'scams']","['lot', 'scam']",lot scam
beginner _,Sangat membantu,5,2022-12-05 10:46:28,0,positif,id,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu
Priyo Susilo,It's great for making money,5,2022-11-28 15:17:11,0,positif,en,it's great for making money,its great for making money,"['its', 'great', 'for', 'making', 'money']","['great', 'making', 'money']","['great', 'make', 'money']",great make money
Kz,"4 * at the moment. good app, usefull, easy enough to use, no error yet. but still need to explore more.",4,2022-11-26 22:54:49,0,positif,en,"4 * at the moment. good app, usefull, easy enough to use, no error yet. but still need to explore more.",at the moment good app usefull easy enough to use no error yet but still need to explore more,"['at', 'the', 'moment', 'good', 'app', 'usefull', 'easy', 'enough', 'to', 'use', 'no', 'error', 'yet', 'but', 'still', 'need', 'to', 'explore', 'more']","['moment', 'good', 'app', 'usefull', 'easy', 'enough', 'use', 'error', 'yet', 'still', 'need', 'explore']","['moment', 'good', 'app', 'useful', 'easi', 'enough', 'use', 'error', 'yet', 'still', 'need', 'explor']",moment good app useful easi enough use error yet still need explor
Namar Sulaeman,Cara memasukkan proposal y gimana y,1,2022-11-25 13:33:15,1,negatif,id,cara memasukkan proposal y gimana y,cara memasukkan proposal y gimana y,"['cara', 'memasukkan', 'proposal', 'y', 'gimana', 'y']","['memasukkan', 'proposal', 'y', 'gimana', 'y']","['masuk', 'proposal', 'y', 'gimana', 'y']",masuk proposal y gimana y
Amin Yusuf,Cool i can work just sit at home,5,2022-11-25 09:02:11,0,positif,en,cool i can work just sit at home,cool i can work just sit at home,"['cool', 'i', 'can', 'work', 'just', 'sit', 'at', 'home']","['cool', 'work', 'sit', 'home']","['cool', 'work', 'sit', 'home']",cool work sit home
Rinaldy A H,Best platform for scammers,1,2022-11-16 22:39:06,2,negatif,en,best platform for scammers,best platform for scammers,"['best', 'platform', 'for', 'scammers']","['best', 'platform', 'scammers']","['best', 'platform', 'scammer']",best platform scammer
Motion Films,Good app,5,2022-11-13 13:28:18,0,positif,en,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
Dzu Khuluqin Azhim,Gk bisa berjalan,5,2022-11-09 22:55:35,1,positif,id,gk bisa berjalan,gk bisa berjalan,"['gk', 'bisa', 'berjalan']","['gk', 'berjalan']","['gk', 'jalan']",gk jalan
Nur Muhamad,Awsome,5,2022-11-08 13:15:18,0,positif,en,awsome,awsome,['awsome'],['awsome'],['awsom'],awsom
Moch Ridwan,Bagus untuk saya yang mencari pekerjaan dari rumah. Semoga bisa sukses saya di upwork dan akan saya rekomendasikan untuk upwork ini,5,2022-11-03 17:32:07,12,positif,id,bagus untuk saya yang mencari pekerjaan dari rumah. semoga bisa sukses saya di upwork dan akan saya rekomendasikan untuk upwork ini,bagus untuk saya yang mencari pekerjaan dari rumah semoga bisa sukses saya di upwork dan akan saya rekomendasikan untuk upwork ini,"['bagus', 'untuk', 'saya', 'yang', 'mencari', 'pekerjaan', 'dari', 'rumah', 'semoga', 'bisa', 'sukses', 'saya', 'di', 'upwork', 'dan', 'akan', 'saya', 'rekomendasikan', 'untuk', 'upwork', 'ini']","['bagus', 'mencari', 'pekerjaan', 'rumah', 'semoga', 'sukses', 'upwork', 'rekomendasikan', 'upwork']","['bagus', 'cari', 'kerja', 'rumah', 'moga', 'sukses', 'upwork', 'rekomendasi', 'upwork']",bagus cari kerja rumah moga sukses upwork rekomendasi upwork
